Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
SW3 5NN,Yes,51.486583,-0.169498,527193,177992,TQ271779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5NP,Yes,51.485426,-0.169069,527226,177864,TQ272778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002844
SW3 5NQ,Yes,51.484067,-0.17016,527154,177711,TQ271777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002844
SW3 5NR,Yes,51.486082,-0.169647,527184,177936,TQ271779,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002844
SW3 5NS,No,51.485755,-0.16943,527200,177900,TQ272778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1985-04-01,1995-07-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002844
SW3 5NT,Yes,51.485608,-0.168629,527256,177885,TQ272778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5NU,Yes,51.485964,-0.168428,527269,177925,TQ272779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5NW,No,51.485755,-0.16943,527200,177900,TQ272778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1986-04-01,1988-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002844
SW3 5NX,Yes,51.485378,-0.168322,527278,177860,TQ272778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5NY,Yes,51.485244,-0.167698,527322,177846,TQ273778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5NZ,Yes,51.484908,-0.167606,527329,177809,TQ273778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5PA,Yes,51.485937,-0.1719,527028,177916,TQ270779,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-06-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002844
SW3 5PF,No,51.486631,-0.167955,527300,178000,TQ272779,"Royal Hospital","Kensington and Chelsea, unparished area",1994-12-01,1995-07-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5PG,No,51.485045,-0.170049,527159,177820,TQ271778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1995-12-01,2000-06-01,11,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002844
SW3 5PH,No,51.486631,-0.167955,527300,178000,TQ272779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,1985-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5PJ,No,51.486631,-0.167955,527300,178000,TQ272779,"Royal Hospital","Kensington and Chelsea, unparished area",1985-04-01,1990-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5PL,Yes,51.487394,-0.167852,527305,178085,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PN,Yes,51.486494,-0.167802,527311,177985,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PP,Yes,51.486368,-0.167231,527351,177972,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PQ,No,51.485045,-0.170049,527159,177820,TQ271778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1993-01-01,2000-07-01,11,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002844
SW3 5PR,Yes,51.486273,-0.167494,527333,177961,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PS,Yes,51.486178,-0.167757,527315,177950,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PT,Yes,51.485856,-0.167842,527310,177914,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PU,Yes,51.486002,-0.16798,527300,177930,TQ272779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PX,Yes,51.485987,-0.167577,527328,177929,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PY,Yes,51.486064,-0.167315,527346,177938,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5PZ,Yes,51.486168,-0.167066,527363,177950,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QA,Yes,51.486013,-0.166971,527370,177933,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QB,Yes,51.485757,-0.167241,527352,177904,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QD,Yes,51.485755,-0.166578,527398,177905,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QE,Yes,51.48542,-0.166433,527409,177868,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QF,No,51.484811,-0.166587,527400,177800,TQ274777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1990-02-01,1991-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5QG,Yes,51.485234,-0.166614,527397,177847,TQ273778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QH,Yes,51.484858,-0.166672,527394,177805,TQ273778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QJ,Yes,51.485011,-0.166133,527431,177823,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QL,No,51.48571,-0.166551,527400,177900,TQ274778,"Royal Hospital","Kensington and Chelsea, unparished area",1983-03-01,1995-07-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5QN,No,51.48571,-0.166551,527400,177900,TQ274778,"Royal Hospital","Kensington and Chelsea, unparished area",1983-03-01,1984-12-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5QP,Yes,51.485292,-0.165607,527467,177855,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QQ,Yes,51.485539,-0.16712,527361,177880,TQ273778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QR,No,51.48519,-0.165521,527473,177844,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,1998-12-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QS,Yes,51.48519,-0.165521,527473,177844,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QT,Yes,51.484622,-0.165385,527484,177781,TQ274777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QU,Yes,51.484563,-0.166208,527427,177773,TQ274777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QW,No,51.485816,-0.165884,527446,177913,TQ274779,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,2009-06-01,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5QX,Yes,51.484924,-0.165143,527500,177815,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QY,Yes,51.484752,-0.164544,527542,177797,TQ275777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5QZ,Yes,51.484244,-0.164824,527524,177740,TQ275777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RA,Yes,51.483994,-0.166102,527436,177710,TQ274777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RB,Yes,51.484035,-0.165812,527456,177715,TQ274777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RD,Yes,51.483869,-0.166683,527396,177695,TQ273776,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RE,No,51.484789,-0.165148,527500,177800,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,1981-12-01,11,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5RF,No,51.48389,-0.165184,527500,177700,TQ274776,"Chelsea Riverside","Kensington and Chelsea, unparished area",1993-01-01,1995-07-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5RG,No,51.486413,-0.167791,527312,177976,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1999-12-01,2017-01-01,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RH,Yes,51.484067,-0.166747,527391,177717,TQ273777,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RJ,Yes,51.482892,-0.166237,527430,177587,TQ274775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RL,Yes,51.486783,-0.167329,527343,178018,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1996-06-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RP,Yes,51.487646,-0.167323,527341,178114,TQ273781,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RQ,No,51.483282,-0.166533,527408,177630,TQ274776,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,2012-03-01,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5RR,Yes,51.486814,-0.166915,527372,178022,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1992-08-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RS,No,51.486631,-0.167955,527300,178000,TQ272779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,1991-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5RT,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1983-03-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RU,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RW,No,51.48753,-0.167919,527300,178100,TQ272780,"Royal Hospital","Kensington and Chelsea, unparished area",1986-07-01,1986-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5RX,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RY,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5RZ,Yes,51.486269,-0.16663,527393,177962,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SA,Yes,51.486577,-0.166708,527387,177996,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SB,Yes,51.486493,-0.165963,527439,177988,TQ274779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SD,Yes,51.486493,-0.165963,527439,177988,TQ274779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SE,No,51.48571,-0.166551,527400,177900,TQ274778,"Royal Hospital","Kensington and Chelsea, unparished area",1993-08-01,1995-01-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5SH,Yes,51.486269,-0.166591,527396,177962,TQ273779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SN,No,51.486609,-0.166515,527400,178000,TQ274780,"Royal Hospital","Kensington and Chelsea, unparished area",1987-04-01,1994-05-01,10,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5SP,Yes,51.487876,-0.167026,527361,178140,TQ273781,"Royal Hospital","Kensington and Chelsea, unparished area",1990-02-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SQ,No,51.485036,-0.170049,527159,177819,TQ271778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1994-12-01,1997-12-01,11,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002844
SW3 5SR,Yes,51.487649,-0.166906,527370,178115,TQ273781,"Royal Hospital","Kensington and Chelsea, unparished area",1985-10-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SS,No,51.48753,-0.167919,527300,178100,TQ272780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,1991-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002899
SW3 5ST,Yes,51.487421,-0.166026,527432,178091,TQ274780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SU,Yes,51.486655,-0.165433,527475,178007,TQ274780,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SX,Yes,51.487583,-0.166174,527421,178109,TQ274781,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SY,Yes,51.486301,-0.165793,527451,177967,TQ274779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5SZ,No,51.48571,-0.166551,527400,177900,TQ274778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,2009-06-01,9,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01002900
SW3 5TA,No,51.48571,-0.166551,527400,177900,TQ274778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,1985-12-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5TB,Yes,51.486081,-0.164981,527508,177944,TQ275779,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TD,Yes,51.485571,-0.164598,527536,177888,TQ275778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TE,Yes,51.485618,-0.165302,527487,177892,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TF,Yes,51.485474,-0.165264,527490,177876,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TG,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2007-07-01,2008-07-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5TH,Yes,51.485336,-0.165097,527502,177861,TQ275778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TJ,Yes,51.485255,-0.165086,527503,177852,TQ275778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1981-06-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TL,No,51.485186,-0.165233,527493,177844,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,2004-04-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TN,No,51.484789,-0.165148,527500,177800,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1990-02-01,1994-05-01,11,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5TP,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5TR,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5TS,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5TT,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Royal Hospital","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002900
SW3 5TU,Yes,51.487775,-0.166944,527367,178129,TQ273781,"Royal Hospital","Kensington and Chelsea, unparished area",1992-08-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TW,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2008-03-01,2009-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5TX,Yes,51.487826,-0.167316,527341,178134,TQ273781,"Royal Hospital","Kensington and Chelsea, unparished area",1985-10-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002899
SW3 5TY,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2001-12-01,2006-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5TZ,No,51.484789,-0.165148,527500,177800,TQ274778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1990-02-01,1994-05-01,11,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002900
SW3 5UA,Yes,51.487846,-0.168569,527254,178134,TQ272781,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UB,Yes,51.48803,-0.16822,527278,178155,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2019-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UD,No,51.487887,-0.168365,527268,178139,TQ272781,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,2007-05-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UE,Yes,51.487477,-0.169174,527213,178092,TQ272780,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UF,Yes,51.487227,-0.170379,527130,178062,TQ271780,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UG,Yes,51.486053,-0.172908,526958,177927,TQ269779,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002910
SW3 5UH,Yes,51.485716,-0.173839,526894,177888,TQ268778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5UJ,No,51.486978,-0.171196,527074,178033,TQ270780,"Stanley","Kensington and Chelsea, unparished area",2007-12-01,2008-01-01,11,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01002910
SW3 5UL,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2006-02-01,2007-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UN,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2007-05-01,2008-06-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UP,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2006-02-01,2007-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UQ,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2007-05-01,2008-12-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UR,Yes,51.485332,-0.174575,526844,177844,TQ268778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5US,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2005-01-01,2007-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5UT,Yes,51.485193,-0.174897,526822,177828,TQ268778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5UU,Yes,51.484737,-0.175679,526769,177776,TQ267777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5UW,Yes,51.484282,-0.176983,526680,177723,TQ266777,"Stanley","Kensington and Chelsea, unparished area",1983-03-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5UX,No,51.484694,-0.175796,526761,177771,TQ267777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,2003-05-01,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5UY,Yes,51.484981,-0.175726,526765,177803,TQ267778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5UZ,Yes,51.484188,-0.176699,526700,177713,TQ266777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW3 5WA,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2003-04-01,2006-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WB,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",1997-12-01,2007-11-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WD,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2003-09-01,2008-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WE,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",1998-06-01,2010-05-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WF,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2008-01-01,2009-01-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WG,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2009-12-01,2012-06-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WH,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",2004-01-01,2010-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WJ,No,51.488258,-0.168466,527260,178180,TQ272781,"Stanley","Kensington and Chelsea, unparished area",1998-12-01,2010-05-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002914
SW3 5WL,No,51.485045,-0.170049,527159,177820,TQ271778,"Chelsea Riverside","Kensington and Chelsea, unparished area",1999-06-01,2000-10-01,11,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002844
