Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
SW3 1ZG,No,51.46324,-0.139336,529353,175449,TQ293754,"Greater London","Lambeth","Clapham Town",E09000022,E05000419,England,E11000009,"Vauxhall",2004-03-01,2015-12-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 013C","Urban major conurbation",London,21,2,E01003039,,E02000630,"Lambeth 013",E43000212,E00015315,E14001008,21607,1,1,2019-11-23,"Clapham Common",0.174559,SW,SW3,"Metropolitan Police","",9C3XFV76+77
SW3 1ZH,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1997-06-01,2008-02-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1ZJ,No,51.49871,-0.164085,527535,179350,TQ275793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1997-06-01,1998-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,6,1,2019-11-23,"Knightsbridge",0.377309,SW,SW3,"Metropolitan Police","",9C3XFRXP+F9
SW3 1ZL,No,51.463324,-0.138901,529383,175459,TQ293754,"Greater London","Lambeth","Clapham Town",E09000022,E05000419,England,E11000009,"Vauxhall",1997-12-01,2018-08-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 013C","Urban major conurbation",London,21,2,E01003039,,E02000630,"Lambeth 013",E43000212,E00015315,E14001008,21607,1,1,2019-11-23,"Clapham Common",0.173744,SW,SW3,"Metropolitan Police","Thames Water",9C3XFV76+8C
SW3 1ZN,No,51.49871,-0.164085,527535,179350,TQ275793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1997-12-01,2000-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,6,1,2019-11-23,"Knightsbridge",0.377309,SW,SW3,"Metropolitan Police","",9C3XFRXP+F9
SW3 1ZP,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1997-12-01,2006-02-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1ZQ,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2002-06-01,2006-02-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1ZR,No,51.49871,-0.164085,527535,179350,TQ275793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1998-06-01,2000-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,6,1,2019-11-23,"Knightsbridge",0.377309,SW,SW3,"Metropolitan Police","",9C3XFRXP+F9
SW3 1ZS,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1998-12-01,2007-08-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1ZT,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1998-12-01,2012-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 1ZU,No,51.49871,-0.164085,527535,179350,TQ275793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1998-12-01,2000-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,21,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014089,E14000768,21458,6,1,2019-11-23,"Knightsbridge",0.377309,SW,SW3,"Metropolitan Police","",9C3XFRXP+F9
SW3 2AA,Yes,51.497524,-0.168714,527217,179210,TQ272792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",39,17,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014091,E14000768,21458,1,0,2019-11-23,"South Kensington",0.526358,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+2G
SW3 2AB,Yes,51.4937,-0.169155,527197,178784,TQ271787,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",2001-12-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.332438,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+F8
SW3 2AD,Yes,51.498109,-0.169324,527173,179274,TQ271792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",42,24,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014091,E14000768,21458,1,0,2019-11-23,"South Kensington",0.550021,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+67
SW3 2AE,Yes,51.498707,-0.169588,527153,179340,TQ271793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",42,15,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014091,E14000768,21458,1,0,2019-11-23,"South Kensington",0.596051,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+F5
SW3 2AF,Yes,51.498359,-0.168608,527222,179303,TQ272793,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",52,15,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014091,E14000768,21458,1,0,2019-11-23,"South Kensington",0.601825,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+8H
SW3 2AG,Yes,51.497837,-0.168053,527262,179246,TQ272792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",38,17,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014091,E14000768,21458,1,0,2019-11-23,"South Kensington",0.583093,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+4Q
SW3 2AH,Yes,51.496805,-0.166355,527383,179134,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",29,15,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,1,0,2019-11-23,"South Kensington",0.6053,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+PF
SW3 2AJ,No,51.496517,-0.167558,527300,179100,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1996-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,8,1,2019-11-23,"South Kensington",0.517446,SW,SW3,"Metropolitan Police","",9C3XFRWJ+JX
SW3 2AL,Yes,51.497,-0.16616,527396,179156,TQ273791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",42,17,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014090,E14000768,21458,1,0,2019-11-23,"Knightsbridge",0.615379,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+RG
SW3 2AN,No,51.493885,-0.169508,527172,178804,TQ271788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1999-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,1,2019-11-23,"South Kensington",0.306146,SW,SW3,"Metropolitan Police","",9C3XFRVJ+H5
SW3 2AP,Yes,51.493876,-0.169508,527172,178803,TQ271788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",49,21,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.306215,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+H5
SW3 2AQ,Yes,51.492109,-0.159985,527838,178623,TQ278786,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2010-03-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012C","Urban major conurbation",London,16,1,E01002859,,E02000588,"Kensington and Chelsea 012",E43000210,E00014347,E14000629,23125,1,1,2019-11-23,"Sloane Square",0.243482,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRR+R2
SW3 2AR,Yes,51.493876,-0.169508,527172,178803,TQ271788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",29,16,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.306215,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+H5
SW3 2AS,Yes,51.494113,-0.169124,527198,178830,TQ271788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",7,3,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.332042,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+J9
SW3 2AT,Yes,51.494259,-0.169219,527191,178846,TQ271788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",32,20,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.326104,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+P8
SW3 2AU,Yes,51.494572,-0.16912,527197,178881,TQ271788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",10,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.336909,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+R9
SW3 2AW,Yes,51.493871,-0.169081,527202,178803,TQ272788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,11,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.335725,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+G9
SW3 2AX,Yes,51.494973,-0.169507,527169,178925,TQ271789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",25,7,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.321519,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVJ+X5
SW3 2AY,Yes,51.495517,-0.169759,527150,178985,TQ271789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",26,8,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,15,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.329836,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+63
SW3 2AZ,No,51.494247,-0.164999,527484,178852,TQ274788,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Chelsea and Fulham",1991-01-01,1998-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012D","Urban major conurbation",London,11,1,E01002860,,E02000588,"Kensington and Chelsea 012",E43000210,E00014362,E14000629,21849,6,1,2019-11-23,"South Kensington",0.617696,SW,SW3,"Metropolitan Police","",9C3XFRVP+M2
SW3 2BA,Yes,51.495559,-0.170132,527124,178989,TQ271789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",7,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,16,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014100,E14000768,20470,1,0,2019-11-23,"South Kensington",0.310018,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWH+6W
SW3 2BB,Yes,51.496171,-0.169536,527164,179058,TQ271790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,18,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.382814,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+F5
SW3 2BD,Yes,51.49626,-0.169528,527164,179068,TQ271790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,19,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,1,2019-11-23,"South Kensington",0.389352,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+G5
SW3 2BE,Yes,51.497585,-0.169061,527193,179216,TQ271792,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",2,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014093,E14000768,21458,1,0,2019-11-23,"South Kensington",0.515339,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRXJ+29
SW3 2BF,Yes,51.492899,-0.158772,527920,178713,TQ279787,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2010-08-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012C","Urban major conurbation",London,14,1,E01002859,,E02000588,"Kensington and Chelsea 012",E43000210,E00014347,E14000629,23125,1,0,2019-11-23,"Sloane Square",0.168942,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVR+5F
SW3 2BG,Yes,51.493126,-0.16113,527756,178734,TQ277787,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2017-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012D","Urban major conurbation",London,17,1,E01002860,,E02000588,"Kensington and Chelsea 012",E43000210,E00014365,E14000629,21849,1,0,2019-11-23,"Sloane Square",0.332194,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRVQ+7G
SW3 2BH,No,51.496539,-0.168998,527200,179100,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,8,1,2019-11-23,"South Kensington",0.437351,SW,SW3,"Metropolitan Police","",9C3XFRWJ+JC
SW3 2BJ,No,51.496539,-0.168998,527200,179100,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1991-01-01,1994-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,8,1,2019-11-23,"South Kensington",0.437351,SW,SW3,"Metropolitan Police","",9C3XFRWJ+JC
SW3 2BL,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2008-03-01,2009-02-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 2BN,Yes,51.495339,-0.168744,527221,178967,TQ272789,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,14,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.384989,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+4G
SW3 2BP,Yes,51.496146,-0.168034,527268,179058,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",54,27,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,16,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.468112,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+FQ
SW3 2BQ,Yes,51.49712,-0.168788,527213,179165,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014093,E14000768,21458,1,0,2019-11-23,"South Kensington",0.490876,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+RF
SW3 2BS,Yes,51.496475,-0.16779,527284,179095,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",40,25,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,16,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.501357,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+HV
SW3 2BT,Yes,51.495737,-0.166567,527371,179015,TQ273790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",8,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,12,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014078,E14000768,20470,1,0,2019-11-23,"South Kensington",0.541514,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+79
SW3 2BU,Yes,51.49607,-0.166049,527406,179053,TQ274790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",16,6,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,13,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014098,E14000768,21458,1,0,2019-11-23,"South Kensington",0.588268,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWM+CH
SW3 2BW,Yes,51.495836,-0.168292,527251,179023,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",40,22,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014A","Urban major conurbation",London,15,1,E01002821,,E02000590,"Kensington and Chelsea 014",E43000210,E00014099,E14000768,20470,1,0,2019-11-23,"South Kensington",0.436129,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+8M
SW3 2BX,Yes,51.496989,-0.167871,527277,179152,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",7,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.529533,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+QV
SW3 2BY,Yes,51.496823,-0.168194,527255,179133,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",27,15,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.500574,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+PP
SW3 2BZ,Yes,51.49648,-0.168078,527264,179095,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",48,31,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.484918,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+HQ
SW3 2DA,Yes,51.496587,-0.168636,527225,179106,TQ272791,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",53,26,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,18,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.46035,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+JG
SW3 2DB,Yes,51.496065,-0.168585,527230,179048,TQ272790,"Greater London","Kensington and Chelsea","Brompton & Hans Town",E09000020,E05009389,England,E11000009,"Kensington",1980-01-01,,"Kensington and Chelsea, unparished area","",46,30,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012B","Urban major conurbation",London,17,1,E01002819,,E02000588,"Kensington and Chelsea 012",E43000210,E00014097,E14000768,21458,1,0,2019-11-23,"South Kensington",0.430642,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRWJ+CH
