Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
HA3 9HE,No,51.586672,-0.30251,517700,188900,TQ177888,"Kenton","Brent, unparished area",1980-01-01,1994-05-01,44,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000541
HA3 9HG,No,51.586672,-0.30251,517700,188900,TQ177888,"Kenton","Brent, unparished area",1981-06-01,1996-06-01,44,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000541
HA3 9PN,Yes,51.578256,-0.290802,518533,187983,TQ185879,"Barnhill","Brent, unparished area",2003-03-01,,38,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9QY,No,51.584602,-0.283823,519000,188700,TQ189886,"Kenton","Brent, unparished area",1980-01-01,1996-12-01,47,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000543
HA3 9QZ,Yes,51.58449,-0.286598,518808,188683,TQ188886,"Kenton","Brent, unparished area",1980-01-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RA,Yes,51.584573,-0.284286,518968,188696,TQ189886,"Kenton","Brent, unparished area",1980-01-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9RB,Yes,51.583616,-0.284639,518946,188589,TQ189885,"Kenton","Brent, unparished area",1980-01-01,,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RD,Yes,51.583369,-0.285616,518879,188560,TQ188885,"Kenton","Brent, unparished area",1980-01-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9RE,Yes,51.582415,-0.286171,518843,188453,TQ188884,"Kenton","Brent, unparished area",1980-01-01,,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RF,Yes,51.580458,-0.287602,518749,188233,TQ187882,"Kenton","Brent, unparished area",1980-01-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RG,Yes,51.580831,-0.288555,518682,188273,TQ186882,"Kenton","Brent, unparished area",1980-01-01,,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RH,Yes,51.582696,-0.286926,518790,188483,TQ187884,"Kenton","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9RJ,Yes,51.583382,-0.282786,519075,188566,TQ190885,"Barnhill","Brent, unparished area",2014-07-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9RQ,Yes,51.581592,-0.287703,518739,188359,TQ187883,"Kenton","Brent, unparished area",1980-01-01,,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RR,No,51.585606,-0.291002,518500,188800,TQ185887,"Kenton","Brent, unparished area",1996-06-01,2002-04-01,42,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01033463
HA3 9RS,Yes,51.585691,-0.288848,518649,188813,TQ186888,"Kenton","Brent, unparished area",1980-01-01,,41,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RT,Yes,51.585385,-0.286348,518823,188783,TQ188887,"Kenton","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9RW,Yes,51.584974,-0.284675,518940,188740,TQ189887,"Kenton","Brent, unparished area",1985-10-01,,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9RX,No,51.584623,-0.285265,518900,188700,TQ189886,"Kenton","Brent, unparished area",1980-01-01,1986-12-01,46,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01033463
HA3 9RY,Yes,51.585012,-0.283605,519014,188746,TQ190887,"Kenton","Brent, unparished area",1980-01-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9RZ,Yes,51.585012,-0.285424,518888,188743,TQ188887,"Kenton","Brent, unparished area",1980-01-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SA,Yes,51.584823,-0.284782,518933,188723,TQ189887,"Kenton","Brent, unparished area",1980-01-01,,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9SB,Yes,51.583619,-0.286097,518845,188587,TQ188885,"Kenton","Brent, unparished area",1980-01-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9SD,Yes,51.583902,-0.28639,518824,188618,TQ188886,"Kenton","Brent, unparished area",1980-01-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9SE,Yes,51.583345,-0.288864,518654,188552,TQ186885,"Kenton","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9SF,Yes,51.582683,-0.289149,518636,188478,TQ186884,"Kenton","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9SG,Yes,51.582527,-0.288303,518695,188462,TQ186884,"Kenton","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SH,Yes,51.581849,-0.290537,518542,188383,TQ185883,"Kenton","Brent, unparished area",1980-01-01,,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SJ,Yes,51.580746,-0.28951,518616,188262,TQ186882,"Kenton","Brent, unparished area",1980-01-01,,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SL,No,51.579315,-0.291238,518500,188100,TQ185880,"Barnhill","Brent, unparished area",1980-01-01,1985-12-01,38,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000485
HA3 9SN,Yes,51.5801,-0.288972,518655,188191,TQ186881,"Kenton","Brent, unparished area",1980-01-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SP,Yes,51.581091,-0.290984,518513,188298,TQ185882,"Kenton","Brent, unparished area",1980-01-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SQ,Yes,51.58181,-0.288474,518685,188382,TQ186883,"Kenton","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9SR,Yes,51.580443,-0.291499,518479,188225,TQ184882,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9SS,No,51.584623,-0.285265,518900,188700,TQ189886,"Kenton","Brent, unparished area",1984-02-01,1990-12-01,46,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01033463
HA3 9ST,No,51.584623,-0.285265,518900,188700,TQ189886,"Kenton","Brent, unparished area",1992-08-01,1996-06-01,46,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01033463
HA3 9SW,Yes,51.580856,-0.291455,518481,188271,TQ184882,"Kenton","Brent, unparished area",1980-01-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000539
HA3 9TA,Yes,51.583795,-0.28383,519002,188610,TQ190886,"Kenton","Brent, unparished area",1980-01-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9TB,Yes,51.584364,-0.282908,519064,188675,TQ190886,"Kenton","Brent, unparished area",1980-01-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9TD,Yes,51.584091,-0.283322,519036,188644,TQ190886,"Kenton","Brent, unparished area",1980-01-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000543
HA3 9TE,Yes,51.581028,-0.281071,519200,188307,TQ191883,"Barnhill","Brent, unparished area",1980-01-01,,44,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TF,Yes,51.583875,-0.28271,519079,188621,TQ190886,"Barnhill","Brent, unparished area",2010-11-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TG,Yes,51.58266,-0.285079,518918,188482,TQ189884,"Kenton","Brent, unparished area",1980-01-01,,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9TH,Yes,51.580401,-0.286795,518805,188228,TQ188882,"Kenton","Brent, unparished area",1980-01-01,,41,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9TJ,Yes,51.579316,-0.287601,518752,188106,TQ187881,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9TL,Yes,51.579263,-0.286449,518832,188102,TQ188881,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9TN,Yes,51.577978,-0.287103,518790,187958,TQ187879,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TP,Yes,51.579495,-0.284463,518969,188131,TQ189881,"Barnhill","Brent, unparished area",1980-01-01,,41,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TQ,Yes,51.581397,-0.286671,518811,188339,TQ188883,"Kenton","Brent, unparished area",1980-01-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01033463
HA3 9TR,Yes,51.57831,-0.282761,519090,188002,TQ190880,"Barnhill","Brent, unparished area",1980-01-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TS,Yes,51.57879,-0.284835,518945,188052,TQ189880,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TT,Yes,51.578856,-0.287503,518760,188055,TQ187880,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9TW,Yes,51.579039,-0.285259,518915,188079,TQ189880,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9TX,Yes,51.578312,-0.287841,518738,187994,TQ187879,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9TY,Yes,51.578971,-0.28861,518683,188066,TQ186880,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9TZ,Yes,51.578341,-0.289182,518645,187995,TQ186879,"Barnhill","Brent, unparished area",1980-01-01,,38,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UA,No,51.580268,-0.282644,519093,188220,TQ190882,"Barnhill","Brent, unparished area",2005-01-01,2005-01-01,43,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9UB,Yes,51.577531,-0.289155,518649,187905,TQ186879,"Barnhill","Brent, unparished area",1980-01-01,,38,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UD,Yes,51.57949,-0.281706,519160,188135,TQ191881,"Barnhill","Brent, unparished area",1983-07-01,,42,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9UE,Yes,51.57843,-0.284849,518945,188012,TQ189880,"Barnhill","Brent, unparished area",2000-12-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9UF,Yes,51.578107,-0.284876,518944,187976,TQ189879,"Barnhill","Brent, unparished area",2000-12-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9UG,Yes,51.57977,-0.285901,518869,188159,TQ188881,"Barnhill","Brent, unparished area",1988-03-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9UJ,Yes,51.576691,-0.294454,518284,187803,TQ182878,"Kenton","Brent, unparished area",1980-01-01,,50,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000539
HA3 9UL,Yes,51.576476,-0.293928,518321,187780,TQ183877,"Barnhill","Brent, unparished area",1980-01-01,,49,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UN,Yes,51.576651,-0.293575,518345,187800,TQ183877,"Barnhill","Brent, unparished area",1980-01-01,,48,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UP,Yes,51.577607,-0.292558,518413,187908,TQ184879,"Barnhill","Brent, unparished area",1980-01-01,,41,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UQ,Yes,51.577593,-0.287882,518737,187914,TQ187879,"Barnhill","Brent, unparished area",1993-08-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000484
HA3 9UR,Yes,51.578119,-0.29186,518460,187966,TQ184879,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UT,Yes,51.57725,-0.29146,518490,187870,TQ184878,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UU,No,51.57666,-0.294224,518300,187800,TQ183877,"Kenton","Brent, unparished area",1980-01-01,1997-06-01,50,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000539
HA3 9UW,Yes,51.57613,-0.292988,518387,187743,TQ183877,"Barnhill","Brent, unparished area",1980-01-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UX,Yes,51.576823,-0.293035,518382,187820,TQ183878,"Barnhill","Brent, unparished area",1980-01-01,,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UY,Yes,51.577155,-0.29116,518511,187860,TQ185878,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9UZ,Yes,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",1980-01-01,,37,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9WA,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2001-12-01,2004-05-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WB,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2001-12-01,2003-11-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WD,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2001-12-01,2003-02-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WE,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2002-06-01,2003-06-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WF,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2002-06-01,2003-04-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WG,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2002-06-01,2004-08-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WJ,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2002-06-01,2003-10-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9WZ,No,51.577706,-0.290086,518584,187923,TQ185879,"Barnhill","Brent, unparished area",2002-06-01,2004-08-01,37,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01000485
HA3 9XA,Yes,51.578818,-0.289857,518597,188047,TQ185880,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XB,Yes,51.578601,-0.290385,518561,188022,TQ185880,"Barnhill","Brent, unparished area",1980-01-01,,38,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XD,Yes,51.579328,-0.289087,518649,188105,TQ186881,"Barnhill","Brent, unparished area",1980-01-01,,41,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XE,Yes,51.57942,-0.289849,518596,188114,TQ185881,"Barnhill","Brent, unparished area",1980-01-01,,41,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XF,Yes,51.579365,-0.290342,518562,188107,TQ185881,"Barnhill","Brent, unparished area",1980-01-01,,40,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XG,Yes,51.579012,-0.292043,518445,188065,TQ184880,"Barnhill","Brent, unparished area",1980-01-01,,38,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XH,Yes,51.579895,-0.291577,518475,188164,TQ184881,"Barnhill","Brent, unparished area",1980-01-01,,39,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XJ,Yes,51.579705,-0.292104,518439,188142,TQ184881,"Barnhill","Brent, unparished area",1980-01-01,,38,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XQ,Yes,51.579367,-0.292983,518379,188103,TQ183881,"Barnhill","Brent, unparished area",1980-01-01,,37,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000485
HA3 9XU,No,51.579336,-0.292681,518400,188100,TQ183880,"Barnhill","Brent, unparished area",1998-06-01,1999-12-01,37,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000485
HA3 9XX,No,51.579336,-0.292681,518400,188100,TQ183880,"Barnhill","Brent, unparished area",1998-06-01,1999-12-01,37,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000485
HA3 9XY,No,51.579336,-0.292681,518400,188100,TQ183880,"Barnhill","Brent, unparished area",1998-06-01,1999-12-01,37,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000485
HA7 1EF,No,51.592811,-0.287455,518727,189607,TQ187896,"Queensbury","Brent, unparished area",1980-01-01,2013-09-01,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1EH,No,51.593511,-0.286764,518773,189686,TQ187896,"Queensbury","Brent, unparished area",2000-06-01,2002-07-01,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1EJ,Yes,51.593721,-0.286323,518803,189710,TQ188897,"Queensbury","Brent, unparished area",2014-03-01,,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1EL,Yes,51.593245,-0.287034,518755,189656,TQ187896,"Queensbury","Brent, unparished area",1993-08-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1EN,No,51.593652,-0.287813,518700,189700,TQ186896,"Queensbury","Brent, unparished area",1991-01-01,1992-12-01,47,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000594
HA7 1EP,Yes,51.594225,-0.287589,518714,189764,TQ187897,"Queensbury","Brent, unparished area",1980-01-01,,48,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1EQ,No,51.593636,-0.289156,518607,189696,TQ186896,"Queensbury","Brent, unparished area",1980-01-01,1998-12-01,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1HF,No,51.592733,-0.286404,518800,189600,TQ187895,"Queensbury","Brent, unparished area",1980-01-01,1985-12-01,45,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000589
HA7 1LB,No,51.593636,-0.289156,518607,189696,TQ186896,"Queensbury","Brent, unparished area",1980-01-01,2001-01-01,47,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1QH,Yes,51.592862,-0.287294,518738,189613,TQ187896,"Queensbury","Brent, unparished area",1980-01-01,,45,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA7 1QJ,No,51.593673,-0.289256,518600,189700,TQ185896,"Queensbury","Brent, unparished area",1983-01-01,1994-12-01,47,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000594
HA7 1QL,Yes,51.593218,-0.287627,518714,189652,TQ187896,"Queensbury","Brent, unparished area",1986-04-01,,46,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000594
HA8 0BG,No,51.599647,-0.267373,520100,190400,TQ200903,"Queensbury","Brent, unparished area",1980-01-01,1994-05-01,63,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000592
HA8 5FB,Yes,51.598764,-0.266006,520197,190304,TQ201903,"Queensbury","Brent, unparished area",2009-04-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5HU,No,51.596908,-0.264589,520300,190100,TQ203900,"Queensbury","Brent, unparished area",1986-04-01,1994-05-01,54,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000587
HA8 5HX,Yes,51.597269,-0.264084,520334,190141,TQ203901,"Queensbury","Brent, unparished area",1980-01-01,,55,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5HY,Yes,51.59943,-0.26728,520107,190376,TQ201903,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5HZ,Yes,51.598447,-0.267072,520124,190267,TQ201902,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JA,Yes,51.598062,-0.266018,520198,190226,TQ201902,"Queensbury","Brent, unparished area",1980-01-01,,61,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JB,Yes,51.597616,-0.267435,520101,190174,TQ201901,"Queensbury","Brent, unparished area",1980-01-01,,61,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JD,Yes,51.597706,-0.266248,520183,190186,TQ201901,"Queensbury","Brent, unparished area",1980-01-01,,60,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JE,Yes,51.597042,-0.266937,520137,190111,TQ201901,"Queensbury","Brent, unparished area",1980-01-01,,57,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JF,Yes,51.597038,-0.26545,520240,190113,TQ202901,"Queensbury","Brent, unparished area",1980-01-01,,55,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JG,Yes,51.596851,-0.26436,520316,190094,TQ203900,"Queensbury","Brent, unparished area",1980-01-01,,53,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000587
HA8 5JH,Yes,51.596287,-0.26636,520179,190028,TQ201900,"Queensbury","Brent, unparished area",1980-01-01,,53,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000587
HA8 5JJ,Yes,51.595743,-0.268474,520034,189964,TQ200899,"Queensbury","Brent, unparished area",1980-01-01,,57,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000587
HA8 5JL,Yes,51.597274,-0.268661,520017,190134,TQ200901,"Queensbury","Brent, unparished area",1980-01-01,,61,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JN,Yes,51.597544,-0.269315,519971,190163,TQ199901,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JP,No,51.597892,-0.270327,519900,190200,TQ199901,"Queensbury","Brent, unparished area",1992-08-01,1994-05-01,62,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000592
HA8 5JQ,Yes,51.595994,-0.266039,520202,189996,TQ202899,"Queensbury","Brent, unparished area",1980-01-01,,53,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000587
HA8 5JT,Yes,51.599988,-0.267316,520103,190438,TQ201904,"Queensbury","Brent, unparished area",1990-07-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5JW,No,51.596972,-0.268918,520000,190100,TQ200900,"Queensbury","Brent, unparished area",1981-06-01,1994-05-01,61,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000592
HA8 5JZ,Yes,51.59974,-0.266994,520126,190411,TQ201904,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LA,No,51.599322,-0.266663,520150,190365,TQ201903,"Queensbury","Brent, unparished area",1980-01-01,1999-12-01,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LB,No,51.599647,-0.267373,520100,190400,TQ200903,"Queensbury","Brent, unparished area",1980-01-01,1986-12-01,63,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000592
HA8 5LD,Yes,51.599228,-0.266392,520169,190355,TQ201903,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LE,Yes,51.599738,-0.268033,520054,190409,TQ200904,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LF,Yes,51.599329,-0.267731,520076,190364,TQ200903,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LG,Yes,51.599496,-0.268692,520009,190381,TQ200903,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LH,Yes,51.598891,-0.269784,519935,190312,TQ199903,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LJ,Yes,51.597085,-0.269896,519932,190111,TQ199901,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LL,Yes,51.595994,-0.269692,519949,189990,TQ199899,"Queensbury","Brent, unparished area",1980-01-01,,60,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LN,Yes,51.596366,-0.271699,519809,190028,TQ198900,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LP,Yes,51.598168,-0.270721,519872,190230,TQ198902,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LQ,Yes,51.598947,-0.26867,520012,190320,TQ200903,"Queensbury","Brent, unparished area",1980-01-01,,63,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LR,Yes,51.596837,-0.272576,519747,190079,TQ197900,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000593
HA8 5LS,Yes,51.596509,-0.272242,519771,190043,TQ197900,"Queensbury","Brent, unparished area",1980-01-01,,62,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
HA8 5LT,No,51.598433,-0.265542,520230,190268,TQ202902,"Queensbury","Brent, unparished area",1980-01-01,2012-09-01,61,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01000592
